,date,IPG3113N
0,1972-01-01,85.59880876409277
1,1972-02-01,71.74140353715572
2,1972-03-01,65.94880921350267
3,1972-04-01,64.49072367980841
4,1972-05-01,64.93384186563043
5,1972-06-01,67.56438795861034
6,1972-07-01,68.95526174133363
7,1972-08-01,70.7428146843195
8,1972-09-01,74.9423007591033
9,1972-10-01,106.7743053370924
10,1972-11-01,105.44005720488998
11,1972-12-01,105.8091725564334
12,1973-01-01,91.1633025837076
13,1973-02-01,77.15659339287517
14,1973-03-01,69.51253004804693
15,1973-04-01,70.20242421700308
16,1973-05-01,71.58890376935085
17,1973-06-01,74.77192446317984
18,1973-07-01,71.96301256450282
19,1973-08-01,73.09422727958192
20,1973-09-01,80.50389838142519
21,1973-10-01,102.80731399672231
22,1973-11-01,109.12741570318174
23,1973-12-01,105.09251352973548
24,1974-01-01,88.58199184470791
25,1974-02-01,83.49257425000974
26,1974-03-01,77.11694545062333
27,1974-04-01,67.21914126751575
28,1974-05-01,74.50737182079929
29,1974-06-01,79.4709546365622
30,1974-07-01,65.96528757741086
31,1974-08-01,71.10004564007458
32,1974-09-01,70.10365390242612
33,1974-10-01,99.14292533902986
34,1974-11-01,101.06260479989774
35,1974-12-01,86.86804226051196
36,1975-01-01,67.01081480016738
37,1975-02-01,52.707694796731886
38,1975-03-01,50.6801569539195
39,1975-04-01,59.76502851755645
40,1975-05-01,60.82154131625177
41,1975-06-01,63.33853650157344
42,1975-07-01,62.26234953506047
43,1975-08-01,66.81776827026115
44,1975-09-01,66.19748270520806
45,1975-10-01,96.10441490323204
46,1975-11-01,105.3064326539254
47,1975-12-01,101.80852540614174
48,1976-01-01,87.58270390976648
49,1976-02-01,74.83424263941446
50,1976-03-01,61.71726523075203
51,1976-04-01,64.19101719442372
52,1976-05-01,70.27283177188352
53,1976-06-01,67.99212633811806
54,1976-07-01,69.16448702853155
55,1976-08-01,71.53078008574742
56,1976-09-01,76.93358620131767
57,1976-10-01,108.04303948915074
58,1976-11-01,111.8957808397574
59,1976-12-01,114.2743577682503
60,1977-01-01,97.6474888471437
61,1977-02-01,90.25659309326856
62,1977-03-01,77.44471508908804
63,1977-04-01,76.12414899237302
64,1977-05-01,77.92867964362793
65,1977-06-01,78.21280658495395
66,1977-07-01,75.6961110062488
67,1977-08-01,77.9376678421233
68,1977-09-01,83.96095926049098
69,1977-10-01,108.78985891524428
70,1977-11-01,105.74705411794316
71,1977-12-01,112.59706006014105
72,1978-01-01,89.7642395534663
73,1978-02-01,80.18621549904975
74,1978-03-01,76.23879845762514
75,1978-04-01,77.24397865602464
76,1978-05-01,76.57945118059988
77,1978-06-01,78.08876944571777
78,1978-07-01,72.41641724415842
79,1978-08-01,75.87537563179545
80,1978-09-01,82.7108007186564
81,1978-10-01,105.01361712072053
82,1978-11-01,111.65339908699876
83,1978-12-01,114.03467247504028
84,1979-01-01,98.58735480314348
85,1979-02-01,84.71756583605726
86,1979-03-01,80.99864877415953
87,1979-04-01,77.0827902963409
88,1979-05-01,78.28690928810472
89,1979-06-01,80.99185769085192
90,1979-07-01,74.69202936544318
91,1979-08-01,77.00339454296508
92,1979-09-01,80.69344950080544
93,1979-10-01,100.95185022066028
94,1979-11-01,106.56907480478132
95,1979-12-01,105.45893242173024
96,1980-01-01,86.78345332578326
97,1980-02-01,84.29072627639908
98,1980-03-01,74.35097716697976
99,1980-04-01,65.44457127791212
100,1980-05-01,74.23522914413377
101,1980-06-01,76.86817209004577
102,1980-07-01,70.93316475467711
103,1980-08-01,77.16218604971672
104,1980-09-01,77.8636650078447
105,1980-10-01,100.72524774970464
106,1980-11-01,106.60422864778548
107,1980-12-01,106.93439513918226
108,1981-01-01,96.23144810863336
109,1981-02-01,90.3611558024314
110,1981-03-01,77.96003846948956
111,1981-04-01,77.87385163280614
112,1981-05-01,83.17409241665693
113,1981-06-01,82.85760796074754
114,1981-07-01,79.11382354967927
115,1981-08-01,81.6251262092872
116,1981-09-01,83.18677576342265
117,1981-10-01,118.399541402139
118,1981-11-01,116.91139533792128
119,1981-12-01,113.24790550007842
120,1982-01-01,96.00005193181352
121,1982-02-01,93.00218812698928
122,1982-03-01,83.06363744403599
123,1982-04-01,73.52725870931468
124,1982-05-01,76.37402091054446
125,1982-06-01,78.44879672989366
126,1982-07-01,76.1871662507128
127,1982-08-01,77.61319387644025
128,1982-09-01,81.12767935700425
129,1982-10-01,113.88656693761092
130,1982-11-01,114.69230899828528
131,1982-12-01,114.94487737600532
132,1983-01-01,94.99956557040606
133,1983-02-01,87.03522275252594
134,1983-03-01,77.83739949446377
135,1983-04-01,73.61594226780237
136,1983-05-01,75.45722466401614
137,1983-06-01,74.66686240965612
138,1983-07-01,76.23560265371567
139,1983-08-01,79.46186656919465
140,1983-09-01,82.80188113007621
141,1983-10-01,110.33053600622382
142,1983-11-01,106.40289300148903
143,1983-12-01,103.89908050729392
144,1984-01-01,93.75769614496168
145,1984-02-01,86.24266338297815
146,1984-03-01,78.82719988654897
147,1984-04-01,75.59314619904067
148,1984-05-01,77.79745194559544
149,1984-06-01,77.57654200035353
150,1984-07-01,76.81044788193103
151,1984-08-01,81.12428381535045
152,1984-09-01,85.76668833821192
153,1984-10-01,112.01232781358075
154,1984-11-01,115.3479481440868
155,1984-12-01,112.65348597291757
156,1985-01-01,97.54272640023648
157,1985-02-01,86.99108071102643
158,1985-03-01,79.02723723750715
159,1985-04-01,76.09558649493215
160,1985-05-01,77.21751340489938
161,1985-06-01,75.72467350368966
162,1985-07-01,75.08381495096938
163,1985-08-01,79.79552847111742
164,1985-09-01,89.38983115169782
165,1985-10-01,112.09491937086604
166,1985-11-01,113.50936220742167
167,1985-12-01,116.92238091386012
168,1986-01-01,97.24242070161876
169,1986-02-01,93.49783733957314
170,1986-03-01,78.70426130490665
171,1986-04-01,73.54393681096721
172,1986-05-01,76.41386859054063
173,1986-06-01,76.67362752705698
174,1986-07-01,73.31294010963605
175,1986-08-01,79.4592699785182
176,1986-09-01,88.36048268623298
177,1986-10-01,115.79556042915652
178,1986-11-01,119.3057515482172
179,1986-12-01,115.33696256814802
180,1987-01-01,97.09721136148237
181,1987-02-01,94.20171315063322
182,1987-03-01,83.54840094955324
183,1987-04-01,77.26584993903006
184,1987-05-01,77.94925263129511
185,1987-06-01,79.07567364051002
186,1987-07-01,76.02927356381072
187,1987-08-01,83.40658715107064
188,1987-09-01,90.63219992150306
189,1987-10-01,121.4345564274108
190,1987-11-01,124.65482821055951
191,1987-12-01,122.45831223603408
192,1988-01-01,95.64821389515564
193,1988-02-01,95.1470718946024
194,1988-03-01,89.73288072760465
195,1988-04-01,80.70463481448857
196,1988-05-01,82.34148562936865
197,1988-06-01,86.65651998925412
198,1988-07-01,90.6457820881183
199,1988-08-01,97.95158956290392
200,1988-09-01,102.4104350987154
201,1988-10-01,125.61277043242222
202,1988-11-01,123.38579445188466
203,1988-12-01,122.34735791905229
204,1989-01-01,102.86573728694223
205,1989-02-01,102.26432693872944
206,1989-03-01,93.34234150560314
207,1989-04-01,88.65879100740727
208,1989-05-01,87.83417372989265
209,1989-06-01,90.4701127419698
210,1989-07-01,89.62771880520877
211,1989-08-01,96.44077326470344
212,1989-09-01,100.87575014006607
213,1989-10-01,119.84534306455626
214,1989-11-01,123.09857157552136
215,1989-12-01,125.76926495511394
216,1990-01-01,99.80116107550786
217,1990-02-01,101.02365593975112
218,1990-03-01,94.6757906868282
219,1990-04-01,88.27110004564008
220,1990-05-01,88.53774993433622
221,1990-06-01,92.63307277544584
222,1990-07-01,96.8742041699249
223,1990-08-01,102.21439250264405
224,1990-09-01,108.53848896399028
225,1990-10-01,124.33484834412415
226,1990-11-01,133.05380036012716
227,1990-12-01,134.2612150246726
228,1991-01-01,107.30301114636482
229,1991-02-01,111.18661197847226
230,1991-03-01,104.57099827925931
231,1991-04-01,95.80440881123086
232,1991-05-01,94.6726947517909
233,1991-06-01,102.43839838292324
234,1991-07-01,99.95246241684669
235,1991-08-01,109.63045521230626
236,1991-09-01,111.05788100224405
237,1991-10-01,124.08857170535089
238,1991-11-01,129.37523032258645
239,1991-12-01,125.0802696060073
240,1992-01-01,104.42738684107766
241,1992-02-01,102.891902931451
242,1992-03-01,94.98568379717432
243,1992-04-01,92.05563095655404
244,1992-05-01,89.67265979768565
245,1992-06-01,92.72525174445953
246,1992-07-01,91.998905437161
247,1992-08-01,95.97798091106378
248,1992-09-01,103.87561132233378
249,1992-10-01,118.6635947001587
250,1992-11-01,121.85160883759625
251,1992-12-01,121.17949132788648
252,1993-01-01,104.83804764344416
253,1993-02-01,102.0861608707767
254,1993-03-01,94.65701533886008
255,1993-04-01,89.47711654597514
256,1993-05-01,88.33072176232608
257,1993-06-01,94.70904702126109
258,1993-07-01,95.61196149455763
259,1993-08-01,103.31324970313976
260,1993-09-01,108.51302240158674
261,1993-10-01,124.68938284033064
262,1993-11-01,124.65742480123598
263,1993-12-01,122.6212982354169
264,1994-01-01,105.1988738785974
265,1994-02-01,100.61619094129408
266,1994-03-01,98.35206374030898
267,1994-04-01,89.20667164013652
268,1994-05-01,86.89650488908065
269,1994-06-01,93.67021101294
270,1994-07-01,96.3286205212556
271,1994-08-01,102.84885944754538
272,1994-09-01,109.61467593050324
273,1994-10-01,122.90932006275762
274,1994-11-01,123.02496821673144
275,1994-12-01,124.81861316091972
276,1995-01-01,107.562071000776
277,1995-02-01,99.0869987706142
278,1995-03-01,96.06047259947688
279,1995-04-01,94.1333029731962
280,1995-05-01,93.46438126739592
281,1995-06-01,98.15182665160644
282,1995-07-01,98.0951011322134
283,1995-08-01,102.14228717693668
284,1995-09-01,107.07501051119878
285,1995-10-01,120.27477921489084
286,1995-11-01,123.72974284764103
287,1995-12-01,128.77262154790762
288,1996-01-01,104.07914408381797
289,1996-02-01,105.43915838504046
290,1996-03-01,102.80641517687276
291,1996-04-01,94.69866065855533
292,1996-05-01,96.93552365743778
293,1996-06-01,100.27483913621415
294,1996-07-01,98.1417398955172
295,1996-08-01,107.93268438540198
296,1996-09-01,114.59713396310644
297,1996-10-01,126.02982284260766
298,1996-11-01,133.62205424277926
299,1996-12-01,135.91923804045288
300,1997-01-01,110.44588455358117
301,1997-02-01,109.46836803277296
302,1997-03-01,106.37423063517602
303,1997-04-01,98.00481967177096
304,1997-05-01,97.23183460116869
305,1997-06-01,101.43391726662892
306,1997-07-01,98.18847852769316
307,1997-08-01,109.84487368085702
308,1997-09-01,114.92290622412771
309,1997-10-01,129.39130921100596
310,1997-11-01,135.04967977046138
311,1997-12-01,135.92323279533971
312,1998-01-01,119.68485378697773
313,1998-02-01,117.0946547183548
314,1998-03-01,110.7196251322014
315,1998-04-01,106.05984342558222
316,1998-05-01,106.99471593797344
317,1998-06-01,110.7026474239324
318,1998-07-01,108.8582690926813
319,1998-08-01,117.49762561756414
320,1998-09-01,120.73487510898192
321,1998-10-01,132.44879473251623
322,1998-11-01,136.7572377468384
323,1998-12-01,135.73138469189956
324,1999-01-01,117.18383762120337
325,1999-02-01,114.50355682988236
326,1999-03-01,106.93139907301712
327,1999-04-01,106.11177523911104
328,1999-05-01,107.68161404076449
329,1999-06-01,108.18764961605412
330,1999-07-01,107.67382426873516
331,1999-08-01,112.36486493234383
332,1999-09-01,116.5056281102912
333,1999-10-01,131.49265015035257
334,1999-11-01,131.6096964685368
335,1999-12-01,134.4102193819515
336,2000-01-01,122.9888156850056
337,2000-02-01,119.60136340984288
338,2000-03-01,113.81376252979838
339,2000-04-01,115.80454862765188
340,2000-05-01,108.58163231676808
341,2000-06-01,114.05744257789524
342,2000-07-01,111.72420611736791
343,2000-08-01,117.7433030431044
344,2000-09-01,125.48044417679588
345,2000-10-01,136.63180244339185
346,2000-11-01,135.45315001403156
347,2000-12-01,138.52162111148064
348,2001-01-01,122.41716626069972
349,2001-02-01,121.73106710888604
350,2001-03-01,118.44618016544275
351,2001-04-01,114.55269231499044
352,2001-05-01,112.79440095155064
353,2001-06-01,115.19035506380123
354,2001-07-01,113.34837358548226
355,2001-08-01,119.52606228022606
356,2001-09-01,123.3545354948952
357,2001-10-01,125.36309825199514
358,2001-11-01,128.55640543965774
359,2001-12-01,129.47739617881723
360,2002-01-01,117.39625871231074
361,2002-02-01,114.36973254117343
362,2002-03-01,110.14138436233227
363,2002-04-01,104.53394692768396
364,2002-05-01,101.6953739739722
365,2002-06-01,112.0484803453066
366,2002-07-01,110.24255152984132
367,2002-08-01,117.37029280554631
368,2002-09-01,119.33581207874062
369,2002-10-01,123.89342792912905
370,2002-11-01,128.43656279305273
371,2002-12-01,124.0587109125718
372,2003-01-01,112.9300228799586
373,2003-02-01,111.09083773006044
374,2003-03-01,111.13647780464252
375,2003-04-01,105.08022965845844
376,2003-05-01,107.53211033912471
377,2003-06-01,111.57060779196914
378,2003-07-01,102.74929018199106
379,2003-08-01,113.00652243604148
380,2003-09-01,116.63545764411327
381,2003-10-01,124.9601273527858
382,2003-11-01,132.51470818814897
383,2003-12-01,128.51595854642855
384,2004-01-01,115.89123480869618
385,2004-02-01,117.35481313035984
386,2004-03-01,103.62943455243266
387,2004-04-01,101.94015257966292
388,2004-05-01,109.54916195035918
389,2004-06-01,106.08720749655704
390,2004-07-01,105.95148569927686
391,2004-08-01,116.11334318040414
392,2004-09-01,120.66326912763544
393,2004-10-01,132.28121476501354
394,2004-11-01,133.17364300673216
395,2004-12-01,130.06702200011384
396,2005-01-01,124.65882296544638
397,2005-02-01,124.02505510265024
398,2005-03-01,107.331174168317
399,2005-04-01,106.84571158069456
400,2005-05-01,111.45495963799532
401,2005-06-01,107.13962567149332
402,2005-07-01,110.09854061617096
403,2005-08-01,114.63398557693748
404,2005-09-01,119.45795170940556
405,2005-10-01,136.7747147994683
406,2005-11-01,135.8955691177484
407,2005-12-01,139.30209634749576
408,2006-01-01,117.68078512912548
409,2006-02-01,117.1610675183484
410,2006-03-01,107.79426612857318
411,2006-04-01,106.97244517947937
412,2006-05-01,101.47736022602324
413,2006-06-01,101.52569676015392
414,2006-07-01,101.43072146271945
415,2006-08-01,111.8783037871275
416,2006-09-01,119.7862206922311
417,2006-10-01,129.79547853668134
418,2006-11-01,130.70029051854917
419,2006-12-01,132.4693677201834
420,2007-01-01,122.2223220910944
421,2007-02-01,116.93766085130224
422,2007-03-01,112.98495075965258
423,2007-04-01,99.64306865086142
424,2007-05-01,98.11167936499376
425,2007-06-01,94.8018252035078
426,2007-07-01,91.10238257168338
427,2007-08-01,100.29651068147524
428,2007-09-01,109.59010818794924
429,2007-10-01,115.3582346379204
430,2007-11-01,117.821400501142
431,2007-12-01,120.09401655626164
432,2008-01-01,108.2558600557468
433,2008-02-01,101.38268453520529
434,2008-03-01,96.90825945533514
435,2008-04-01,91.6650437974939
436,2008-05-01,88.81668369430938
437,2008-06-01,88.97287861038457
438,2008-07-01,85.1332200820323
439,2008-08-01,88.59647283117268
440,2008-09-01,103.30476084900526
441,2008-10-01,114.04825464165552
442,2008-11-01,115.80824377592222
443,2008-12-01,101.66711108314784
444,2009-01-01,89.76943273481918
445,2009-02-01,88.81798198964759
446,2009-03-01,85.37030878456586
447,2009-04-01,79.51150139866355
448,2009-05-01,80.04370261846195
449,2009-06-01,79.36469415657243
450,2009-07-01,82.13575575269671
451,2009-08-01,88.91195859836036
452,2009-09-01,101.06030781583782
453,2009-10-01,123.62867554900416
454,2009-11-01,117.083669142416
455,2009-12-01,116.59610930847796
456,2010-01-01,100.4281378549964
457,2010-02-01,99.06143233933848
458,2010-03-01,91.9900171075378
459,2010-04-01,89.48460671138795
460,2010-05-01,89.92442922442834
461,2010-06-01,89.41220177906409
462,2010-07-01,96.31583730561772
463,2010-08-01,106.5615846393685
464,2010-09-01,115.59841927549128
465,2010-10-01,125.97509470065803
466,2010-11-01,117.4255202918568
467,2010-12-01,118.44897649386355
468,2011-01-01,102.81001045627092
469,2011-02-01,102.31016675105586
470,2011-03-01,98.76152611620942
471,2011-04-01,97.32720937409182
472,2011-05-01,91.19595970490748
473,2011-06-01,89.54902213393815
474,2011-07-01,89.51177104461841
475,2011-08-01,91.8003661192854
476,2011-09-01,93.84278442405122
477,2011-10-01,116.71675090606035
478,2011-11-01,116.8124252856
479,2011-12-01,114.97084328276972
480,2012-01-01,100.0
481,2012-02-01,99.09029444339582
482,2012-03-01,94.19891682221242
483,2012-04-01,87.73560315306004
484,2012-05-01,85.37170694877626
485,2012-06-01,86.57133184129239
486,2012-07-01,89.46213621514951
487,2012-08-01,98.16111445671834
488,2012-09-01,112.0266090623012
489,2012-10-01,114.56427710416224
490,2012-11-01,115.6349712827058
491,2012-12-01,115.6093049825579
492,2013-01-01,106.5181416799742
493,2013-02-01,101.4582852714386
494,2013-03-01,102.04361673123192
495,2013-04-01,94.78894211899777
496,2013-05-01,91.2934317241462
497,2013-06-01,91.4280549638325
498,2013-07-01,92.16358920737072
499,2013-08-01,100.2404842441874
500,2013-09-01,105.58976064427404
501,2013-10-01,117.65731594416532
502,2013-11-01,122.17458477019672
503,2013-12-01,124.01586716641052
504,2014-01-01,105.3653552885062
505,2014-02-01,104.84304108705273
506,2014-03-01,101.97730380011043
507,2014-04-01,93.80912861412963
508,2014-05-01,89.07364630240495
509,2014-06-01,89.87109924668908
510,2014-07-01,88.34939724142203
511,2014-08-01,98.00941363989082
512,2014-09-01,106.34596774435168
513,2014-10-01,118.62544479098943
514,2014-11-01,127.2297473417403
515,2014-12-01,126.18322143026208
516,2015-01-01,107.4496186507116
517,2015-02-01,106.07342559219744
518,2015-03-01,103.50190200267048
519,2015-04-01,98.06933496319331
520,2015-05-01,93.91079512599956
521,2015-06-01,97.9869431436524
522,2015-07-01,100.25706247696776
523,2015-08-01,113.65606958064063
524,2015-09-01,114.57186713844725
525,2015-10-01,126.6098612521759
526,2015-11-01,125.54995291182678
527,2015-12-01,122.25797527845938
528,2016-01-01,111.88569408366816
529,2016-02-01,112.52165906165206
530,2016-03-01,113.08891425558242
531,2016-04-01,109.2381702824192
532,2016-05-01,107.3400624979402
533,2016-06-01,107.79895996556522
534,2016-07-01,108.3294634145367
535,2016-08-01,110.41113018606568
536,2016-09-01,116.11633924656924
537,2016-10-01,127.3852431757103
538,2016-11-01,123.60580557727704
539,2016-12-01,122.6922051346582
540,2017-01-01,114.51793794747498
541,2017-02-01,117.69316886927466
542,2017-03-01,108.17077177665726
543,2017-04-01,109.86394863544166
544,2017-05-01,102.84716167671849
545,2017-06-01,104.43088225160363
546,2017-07-01,101.75110080464351
547,2017-08-01,113.39061811841052
548,2017-09-01,121.70070697174611
549,2017-10-01,122.69310395450776
550,2017-11-01,120.8387387360396
551,2017-12-01,126.36288553129742
552,2018-01-01,115.19315139222202
553,2018-02-01,117.3857724807328
554,2018-03-01,112.82176502252544
555,2018-04-01,112.56040818405437
556,2018-05-01,107.73354585429333
557,2018-06-01,104.71421024195232
558,2018-07-01,104.95049999350854
559,2018-08-01,112.27977665325427
560,2018-09-01,123.12633512198484
561,2018-10-01,123.63426820584571
562,2018-11-01,126.96010138687905
563,2018-12-01,129.57107318091346
