,date,Avg_anomalies
840,1950-01-31,-0.33
841,1950-02-28,-0.28
842,1950-03-31,-0.07
843,1950-04-30,-0.2
844,1950-05-31,-0.09
845,1950-06-30,-0.03
846,1950-07-31,-0.1
847,1950-08-31,-0.16
848,1950-09-30,-0.12
849,1950-10-31,-0.22
850,1950-11-30,-0.38
851,1950-12-31,-0.2
852,1951-01-31,-0.35
853,1951-02-28,-0.43
854,1951-03-31,-0.21
855,1951-04-30,-0.13
856,1951-05-31,0.0
857,1951-06-30,-0.02
858,1951-07-31,0.03
859,1951-08-31,0.06
860,1951-09-30,0.08
861,1951-10-31,0.05
862,1951-11-30,-0.02
863,1951-12-31,0.14
864,1952-01-31,0.13
865,1952-02-29,0.11
866,1952-03-31,-0.1
867,1952-04-30,0.02
868,1952-05-31,-0.02
869,1952-06-30,-0.04
870,1952-07-31,0.04
871,1952-08-31,0.04
872,1952-09-30,0.07
873,1952-10-31,-0.01
874,1952-11-30,-0.14
875,1952-12-31,-0.01
876,1953-01-31,0.08
877,1953-02-28,0.14
878,1953-03-31,0.11
879,1953-04-30,0.18
880,1953-05-31,0.09
881,1953-06-30,0.1
882,1953-07-31,0.0
883,1953-08-31,0.06
884,1953-09-30,0.04
885,1953-10-31,0.06
886,1953-11-30,-0.06
887,1953-12-31,0.02
888,1954-01-31,-0.28
889,1954-02-28,-0.13
890,1954-03-31,-0.15
891,1954-04-30,-0.17
892,1954-05-31,-0.21
893,1954-06-30,-0.17
894,1954-07-31,-0.19
895,1954-08-31,-0.17
896,1954-09-30,-0.1
897,1954-10-31,-0.04
898,1954-11-30,0.06
899,1954-12-31,-0.22
900,1955-01-31,0.14
901,1955-02-28,-0.17
902,1955-03-31,-0.34
903,1955-04-30,-0.21
904,1955-05-31,-0.21
905,1955-06-30,-0.12
906,1955-07-31,-0.12
907,1955-08-31,0.01
908,1955-09-30,-0.11
909,1955-10-31,-0.05
910,1955-11-30,-0.24
911,1955-12-31,-0.3
912,1956-01-31,-0.16
913,1956-02-29,-0.26
914,1956-03-31,-0.23
915,1956-04-30,-0.27
916,1956-05-31,-0.31
917,1956-06-30,-0.16
918,1956-07-31,-0.12
919,1956-08-31,-0.26
920,1956-09-30,-0.2
921,1956-10-31,-0.24
922,1956-11-30,-0.17
923,1956-12-31,-0.08
924,1957-01-31,-0.11
925,1957-02-28,-0.04
926,1957-03-31,-0.06
927,1957-04-30,-0.01
928,1957-05-31,0.09
929,1957-06-30,0.16
930,1957-07-31,0.01
931,1957-08-31,0.15
932,1957-09-30,0.09
933,1957-10-31,0.01
934,1957-11-30,0.06
935,1957-12-31,0.16
936,1958-01-31,0.39
937,1958-02-28,0.24
938,1958-03-31,0.11
939,1958-04-30,0.03
940,1958-05-31,0.07
941,1958-06-30,-0.07
942,1958-07-31,0.05
943,1958-08-31,-0.03
944,1958-09-30,-0.02
945,1958-10-31,0.04
946,1958-11-30,0.02
947,1958-12-31,0.0
948,1959-01-31,0.08
949,1959-02-28,0.09
950,1959-03-31,0.18
951,1959-04-30,0.13
952,1959-05-31,0.04
953,1959-06-30,0.02
954,1959-07-31,0.06
955,1959-08-31,-0.01
956,1959-09-30,-0.06
957,1959-10-31,-0.09
958,1959-11-30,-0.09
959,1959-12-31,-0.01
960,1960-01-31,-0.01
961,1960-02-29,0.16
962,1960-03-31,-0.34
963,1960-04-30,-0.14
964,1960-05-31,-0.07
965,1960-06-30,-0.04
966,1960-07-31,-0.03
967,1960-08-31,0.01
968,1960-09-30,0.07
969,1960-10-31,0.07
970,1960-11-30,-0.12
971,1960-12-31,0.18
972,1961-01-31,0.07
973,1961-02-28,0.19
974,1961-03-31,0.09
975,1961-04-30,0.12
976,1961-05-31,0.11
977,1961-06-30,0.11
978,1961-07-31,0.0
979,1961-08-31,0.03
980,1961-09-30,0.07
981,1961-10-31,0.0
982,1961-11-30,0.03
983,1961-12-31,-0.15
984,1962-01-31,0.07
985,1962-02-28,0.14
986,1962-03-31,0.12
987,1962-04-30,0.04
988,1962-05-31,-0.04
989,1962-06-30,0.04
990,1962-07-31,0.02
991,1962-08-31,-0.01
992,1962-09-30,0.01
993,1962-10-31,0.0
994,1962-11-30,0.07
995,1962-12-31,0.0
996,1963-01-31,-0.02
997,1963-02-28,0.2
998,1963-03-31,-0.14
999,1963-04-30,-0.06
1000,1963-05-31,-0.04
1001,1963-06-30,0.05
1002,1963-07-31,0.08
1003,1963-08-31,0.27
1004,1963-09-30,0.2
1005,1963-10-31,0.15
1006,1963-11-30,0.15
1007,1963-12-31,-0.01
1008,1964-01-31,-0.08
1009,1964-02-29,-0.13
1010,1964-03-31,-0.23
1011,1964-04-30,-0.31
1012,1964-05-31,-0.25
1013,1964-06-30,-0.02
1014,1964-07-31,-0.03
1015,1964-08-31,-0.21
1016,1964-09-30,-0.29
1017,1964-10-31,-0.31
1018,1964-11-30,-0.21
1019,1964-12-31,-0.3
1020,1965-01-31,-0.08
1021,1965-02-28,-0.17
1022,1965-03-31,-0.11
1023,1965-04-30,-0.19
1024,1965-05-31,-0.14
1025,1965-06-30,-0.09
1026,1965-07-31,-0.12
1027,1965-08-31,-0.03
1028,1965-09-30,-0.16
1029,1965-10-31,-0.05
1030,1965-11-30,-0.07
1031,1965-12-31,-0.06
1032,1966-01-31,-0.17
1033,1966-02-28,-0.01
1034,1966-03-31,0.05
1035,1966-04-30,-0.12
1036,1966-05-31,-0.11
1037,1966-06-30,0.01
1038,1966-07-31,0.09
1039,1966-08-31,-0.08
1040,1966-09-30,-0.02
1041,1966-10-31,-0.15
1042,1966-11-30,-0.02
1043,1966-12-31,-0.06
1044,1967-01-31,-0.06
1045,1967-02-28,-0.21
1046,1967-03-31,0.04
1047,1967-04-30,-0.05
1048,1967-05-31,0.14
1049,1967-06-30,-0.08
1050,1967-07-31,0.01
1051,1967-08-31,0.01
1052,1967-09-30,-0.06
1053,1967-10-31,0.08
1054,1967-11-30,-0.07
1055,1967-12-31,-0.03
1056,1968-01-31,-0.25
1057,1968-02-29,-0.15
1058,1968-03-31,0.2
1059,1968-04-30,-0.06
1060,1968-05-31,-0.13
1061,1968-06-30,-0.08
1062,1968-07-31,-0.12
1063,1968-08-31,-0.09
1064,1968-09-30,-0.18
1065,1968-10-31,0.1
1066,1968-11-30,-0.03
1067,1968-12-31,-0.13
1068,1969-01-31,-0.11
1069,1969-02-28,-0.14
1070,1969-03-31,0.01
1071,1969-04-30,0.18
1072,1969-05-31,0.19
1073,1969-06-30,0.05
1074,1969-07-31,-0.02
1075,1969-08-31,0.03
1076,1969-09-30,0.09
1077,1969-10-31,0.13
1078,1969-11-30,0.13
1079,1969-12-31,0.27
1080,1970-01-31,0.09
1081,1970-02-28,0.22
1082,1970-03-31,0.08
1083,1970-04-30,0.09
1084,1970-05-31,-0.04
1085,1970-06-30,-0.02
1086,1970-07-31,-0.02
1087,1970-08-31,-0.09
1088,1970-09-30,0.11
1089,1970-10-31,0.06
1090,1970-11-30,0.02
1091,1970-12-31,-0.12
1092,1971-01-31,-0.02
1093,1971-02-28,-0.2
1094,1971-03-31,-0.17
1095,1971-04-30,-0.08
1096,1971-05-31,-0.05
1097,1971-06-30,-0.19
1098,1971-07-31,-0.11
1099,1971-08-31,-0.03
1100,1971-09-30,-0.04
1101,1971-10-31,-0.06
1102,1971-11-30,-0.05
1103,1971-12-31,-0.09
1104,1972-01-31,-0.24
1105,1972-02-29,-0.17
1106,1972-03-31,0.02
1107,1972-04-30,0.0
1108,1972-05-31,-0.04
1109,1972-06-30,0.06
1110,1972-07-31,0.01
1111,1972-08-31,0.17
1112,1972-09-30,0.02
1113,1972-10-31,0.09
1114,1972-11-30,0.04
1115,1972-12-31,0.2
1116,1973-01-31,0.29
1117,1973-02-28,0.31
1118,1973-03-31,0.27
1119,1973-04-30,0.26
1120,1973-05-31,0.26
1121,1973-06-30,0.18
1122,1973-07-31,0.1
1123,1973-08-31,0.03
1124,1973-09-30,0.1
1125,1973-10-31,0.14
1126,1973-11-30,0.06
1127,1973-12-31,-0.06
1128,1974-01-31,-0.15
1129,1974-02-28,-0.28
1130,1974-03-31,-0.05
1131,1974-04-30,-0.11
1132,1974-05-31,-0.02
1133,1974-06-30,-0.06
1134,1974-07-31,-0.04
1135,1974-08-31,0.11
1136,1974-09-30,-0.11
1137,1974-10-31,-0.08
1138,1974-11-30,-0.07
1139,1974-12-31,-0.09
1140,1975-01-31,0.07
1141,1975-02-28,0.07
1142,1975-03-31,0.13
1143,1975-04-30,0.05
1144,1975-05-31,0.16
1145,1975-06-30,0.01
1146,1975-07-31,-0.01
1147,1975-08-31,-0.19
1148,1975-09-30,-0.03
1149,1975-10-31,-0.09
1150,1975-11-30,-0.16
1151,1975-12-31,-0.17
1152,1976-01-31,-0.01
1153,1976-02-29,-0.06
1154,1976-03-31,-0.21
1155,1976-04-30,-0.08
1156,1976-05-31,-0.24
1157,1976-06-30,-0.16
1158,1976-07-31,-0.1
1159,1976-08-31,-0.14
1160,1976-09-30,-0.09
1161,1976-10-31,-0.26
1162,1976-11-30,-0.04
1163,1976-12-31,0.1
1164,1977-01-31,0.19
1165,1977-02-28,0.22
1166,1977-03-31,0.25
1167,1977-04-30,0.28
1168,1977-05-31,0.3
1169,1977-06-30,0.24
1170,1977-07-31,0.2
1171,1977-08-31,0.16
1172,1977-09-30,0.0
1173,1977-10-31,0.02
1174,1977-11-30,0.17
1175,1977-12-31,0.02
1176,1978-01-31,0.06
1177,1978-02-28,0.14
1178,1978-03-31,0.21
1179,1978-04-30,0.15
1180,1978-05-31,0.06
1181,1978-06-30,-0.02
1182,1978-07-31,0.03
1183,1978-08-31,-0.17
1184,1978-09-30,0.05
1185,1978-10-31,0.0
1186,1978-11-30,0.16
1187,1978-12-31,0.1
1188,1979-01-31,0.12
1189,1979-02-28,-0.11
1190,1979-03-31,0.18
1191,1979-04-30,0.13
1192,1979-05-31,0.05
1193,1979-06-30,0.13
1194,1979-07-31,0.02
1195,1979-08-31,0.14
1196,1979-09-30,0.25
1197,1979-10-31,0.24
1198,1979-11-30,0.28
1199,1979-12-31,0.47
1200,1980-01-31,0.3
1201,1980-02-29,0.42
1202,1980-03-31,0.3
1203,1980-04-30,0.33
1204,1980-05-31,0.36
1205,1980-06-30,0.17
1206,1980-07-31,0.28
1207,1980-08-31,0.23
1208,1980-09-30,0.19
1209,1980-10-31,0.18
1210,1980-11-30,0.29
1211,1980-12-31,0.2
1212,1981-01-31,0.55
1213,1981-02-28,0.41
1214,1981-03-31,0.49
1215,1981-04-30,0.32
1216,1981-05-31,0.24
1217,1981-06-30,0.32
1218,1981-07-31,0.34
1219,1981-08-31,0.32
1220,1981-09-30,0.17
1221,1981-10-31,0.14
1222,1981-11-30,0.24
1223,1981-12-31,0.43
1224,1982-01-31,0.1
1225,1982-02-28,0.15
1226,1982-03-31,-0.01
1227,1982-04-30,0.1
1228,1982-05-31,0.15
1229,1982-06-30,0.05
1230,1982-07-31,0.13
1231,1982-08-31,0.07
1232,1982-09-30,0.14
1233,1982-10-31,0.13
1234,1982-11-30,0.15
1235,1982-12-31,0.43
1236,1983-01-31,0.52
1237,1983-02-28,0.41
1238,1983-03-31,0.43
1239,1983-04-30,0.31
1240,1983-05-31,0.36
1241,1983-06-30,0.2
1242,1983-07-31,0.18
1243,1983-08-31,0.33
1244,1983-09-30,0.39
1245,1983-10-31,0.16
1246,1983-11-30,0.32
1247,1983-12-31,0.17
1248,1984-01-31,0.3
1249,1984-02-29,0.17
1250,1984-03-31,0.29
1251,1984-04-30,0.08
1252,1984-05-31,0.33
1253,1984-06-30,0.05
1254,1984-07-31,0.17
1255,1984-08-31,0.16
1256,1984-09-30,0.21
1257,1984-10-31,0.16
1258,1984-11-30,0.06
1259,1984-12-31,-0.05
1260,1985-01-31,0.22
1261,1985-02-28,-0.06
1262,1985-03-31,0.17
1263,1985-04-30,0.11
1264,1985-05-31,0.17
1265,1985-06-30,0.18
1266,1985-07-31,-0.01
1267,1985-08-31,0.15
1268,1985-09-30,0.15
1269,1985-10-31,0.11
1270,1985-11-30,0.08
1271,1985-12-31,0.15
1272,1986-01-31,0.28
1273,1986-02-28,0.39
1274,1986-03-31,0.27
1275,1986-04-30,0.24
1276,1986-05-31,0.24
1277,1986-06-30,0.11
1278,1986-07-31,0.11
1279,1986-08-31,0.12
1280,1986-09-30,0.0
1281,1986-10-31,0.13
1282,1986-11-30,0.11
1283,1986-12-31,0.16
1284,1987-01-31,0.36
1285,1987-02-28,0.46
1286,1987-03-31,0.16
1287,1987-04-30,0.22
1288,1987-05-31,0.25
1289,1987-06-30,0.37
1290,1987-07-31,0.45
1291,1987-08-31,0.28
1292,1987-09-30,0.39
1293,1987-10-31,0.32
1294,1987-11-30,0.25
1295,1987-12-31,0.48
1296,1988-01-31,0.58
1297,1988-02-29,0.43
1298,1988-03-31,0.51
1299,1988-04-30,0.45
1300,1988-05-31,0.43
1301,1988-06-30,0.43
1302,1988-07-31,0.34
1303,1988-08-31,0.47
1304,1988-09-30,0.41
1305,1988-10-31,0.39
1306,1988-11-30,0.12
1307,1988-12-31,0.33
1308,1989-01-31,0.15
1309,1989-02-28,0.35
1310,1989-03-31,0.36
1311,1989-04-30,0.33
1312,1989-05-31,0.16
1313,1989-06-30,0.14
1314,1989-07-31,0.34
1315,1989-08-31,0.37
1316,1989-09-30,0.37
1317,1989-10-31,0.32
1318,1989-11-30,0.2
1319,1989-12-31,0.38
1320,1990-01-31,0.41
1321,1990-02-28,0.41
1322,1990-03-31,0.77
1323,1990-04-30,0.55
1324,1990-05-31,0.46
1325,1990-06-30,0.38
1326,1990-07-31,0.43
1327,1990-08-31,0.31
1328,1990-09-30,0.29
1329,1990-10-31,0.41
1330,1990-11-30,0.46
1331,1990-12-31,0.41
1332,1991-01-31,0.41
1333,1991-02-28,0.49
1334,1991-03-31,0.35
1335,1991-04-30,0.52
1336,1991-05-31,0.38
1337,1991-06-30,0.53
1338,1991-07-31,0.48
1339,1991-08-31,0.4
1340,1991-09-30,0.48
1341,1991-10-31,0.3
1342,1991-11-30,0.31
1343,1991-12-31,0.32
1344,1992-01-31,0.44
1345,1992-02-29,0.42
1346,1992-03-31,0.48
1347,1992-04-30,0.24
1348,1992-05-31,0.32
1349,1992-06-30,0.25
1350,1992-07-31,0.12
1351,1992-08-31,0.07
1352,1992-09-30,0.0
1353,1992-10-31,0.09
1354,1992-11-30,0.03
1355,1992-12-31,0.22
1356,1993-01-31,0.37
1357,1993-02-28,0.39
1358,1993-03-31,0.36
1359,1993-04-30,0.27
1360,1993-05-31,0.27
1361,1993-06-30,0.25
1362,1993-07-31,0.28
1363,1993-08-31,0.13
1364,1993-09-30,0.1
1365,1993-10-31,0.22
1366,1993-11-30,0.06
1367,1993-12-31,0.16
1368,1994-01-31,0.27
1369,1994-02-28,0.02
1370,1994-03-31,0.27
1371,1994-04-30,0.4
1372,1994-05-31,0.28
1373,1994-06-30,0.42
1374,1994-07-31,0.3
1375,1994-08-31,0.21
1376,1994-09-30,0.29
1377,1994-10-31,0.41
1378,1994-11-30,0.46
1379,1994-12-31,0.36
1380,1995-01-31,0.51
1381,1995-02-28,0.78
1382,1995-03-31,0.45
1383,1995-04-30,0.47
1384,1995-05-31,0.26
1385,1995-06-30,0.41
1386,1995-07-31,0.48
1387,1995-08-31,0.46
1388,1995-09-30,0.32
1389,1995-10-31,0.47
1390,1995-11-30,0.45
1391,1995-12-31,0.28
1392,1996-01-31,0.25
1393,1996-02-29,0.48
1394,1996-03-31,0.32
1395,1996-04-30,0.36
1396,1996-05-31,0.27
1397,1996-06-30,0.25
1398,1996-07-31,0.35
1399,1996-08-31,0.49
1400,1996-09-30,0.25
1401,1996-10-31,0.19
1402,1996-11-30,0.41
1403,1996-12-31,0.4
1404,1997-01-31,0.31
1405,1997-02-28,0.38
1406,1997-03-31,0.53
1407,1997-04-30,0.36
1408,1997-05-31,0.36
1409,1997-06-30,0.53
1410,1997-07-31,0.35
1411,1997-08-31,0.41
1412,1997-09-30,0.53
1413,1997-10-31,0.62
1414,1997-11-30,0.65
1415,1997-12-31,0.59
1416,1998-01-31,0.6
1417,1998-02-28,0.9
1418,1998-03-31,0.63
1419,1998-04-30,0.63
1420,1998-05-31,0.69
1421,1998-06-30,0.77
1422,1998-07-31,0.68
1423,1998-08-31,0.66
1424,1998-09-30,0.42
1425,1998-10-31,0.44
1426,1998-11-30,0.49
1427,1998-12-31,0.56
1428,1999-01-31,0.48
1429,1999-02-28,0.65
1430,1999-03-31,0.34
1431,1999-04-30,0.32
1432,1999-05-31,0.31
1433,1999-06-30,0.37
1434,1999-07-31,0.37
1435,1999-08-31,0.31
1436,1999-09-30,0.41
1437,1999-10-31,0.39
1438,1999-11-30,0.38
1439,1999-12-31,0.43
1440,2000-01-31,0.23
1441,2000-02-29,0.56
1442,2000-03-31,0.57
1443,2000-04-30,0.57
1444,2000-05-31,0.36
1445,2000-06-30,0.41
1446,2000-07-31,0.38
1447,2000-08-31,0.42
1448,2000-09-30,0.4
1449,2000-10-31,0.28
1450,2000-11-30,0.32
1451,2000-12-31,0.29
1452,2001-01-31,0.42
1453,2001-02-28,0.43
1454,2001-03-31,0.55
1455,2001-04-30,0.5
1456,2001-05-31,0.56
1457,2001-06-30,0.54
1458,2001-07-31,0.6
1459,2001-08-31,0.48
1460,2001-09-30,0.53
1461,2001-10-31,0.5
1462,2001-11-30,0.69
1463,2001-12-31,0.55
1464,2002-01-31,0.75
1465,2002-02-28,0.75
1466,2002-03-31,0.89
1467,2002-04-30,0.56
1468,2002-05-31,0.63
1469,2002-06-30,0.55
1470,2002-07-31,0.61
1471,2002-08-31,0.53
1472,2002-09-30,0.62
1473,2002-10-31,0.55
1474,2002-11-30,0.58
1475,2002-12-31,0.43
1476,2003-01-31,0.73
1477,2003-02-28,0.55
1478,2003-03-31,0.57
1479,2003-04-30,0.53
1480,2003-05-31,0.6
1481,2003-06-30,0.47
1482,2003-07-31,0.53
1483,2003-08-31,0.65
1484,2003-09-30,0.64
1485,2003-10-31,0.74
1486,2003-11-30,0.52
1487,2003-12-31,0.73
1488,2004-01-31,0.58
1489,2004-02-29,0.72
1490,2004-03-31,0.64
1491,2004-04-30,0.62
1492,2004-05-31,0.38
1493,2004-06-30,0.42
1494,2004-07-31,0.24
1495,2004-08-31,0.43
1496,2004-09-30,0.5
1497,2004-10-31,0.64
1498,2004-11-30,0.7
1499,2004-12-31,0.51
1500,2005-01-31,0.72
1501,2005-02-28,0.57
1502,2005-03-31,0.69
1503,2005-04-30,0.66
1504,2005-05-31,0.62
1505,2005-06-30,0.66
1506,2005-07-31,0.63
1507,2005-08-31,0.6
1508,2005-09-30,0.74
1509,2005-10-31,0.75
1510,2005-11-30,0.71
1511,2005-12-31,0.65
1512,2006-01-31,0.56
1513,2006-02-28,0.69
1514,2006-03-31,0.62
1515,2006-04-30,0.5
1516,2006-05-31,0.46
1517,2006-06-30,0.64
1518,2006-07-31,0.52
1519,2006-08-31,0.7
1520,2006-09-30,0.61
1521,2006-10-31,0.67
1522,2006-11-30,0.7
1523,2006-12-31,0.73
1524,2007-01-31,0.95
1525,2007-02-28,0.7
1526,2007-03-31,0.69
1527,2007-04-30,0.73
1528,2007-05-31,0.66
1529,2007-06-30,0.59
1530,2007-07-31,0.6
1531,2007-08-31,0.57
1532,2007-09-30,0.59
1533,2007-10-31,0.57
1534,2007-11-30,0.54
1535,2007-12-31,0.46
1536,2008-01-31,0.23
1537,2008-02-29,0.34
1538,2008-03-31,0.73
1539,2008-04-30,0.51
1540,2008-05-31,0.47
1541,2008-06-30,0.46
1542,2008-07-31,0.59
1543,2008-08-31,0.44
1544,2008-09-30,0.62
1545,2008-10-31,0.63
1546,2008-11-30,0.64
1547,2008-12-31,0.53
1548,2009-01-31,0.61
1549,2009-02-28,0.51
1550,2009-03-31,0.52
1551,2009-04-30,0.58
1552,2009-05-31,0.64
1553,2009-06-30,0.65
1554,2009-07-31,0.69
1555,2009-08-31,0.66
1556,2009-09-30,0.68
1557,2009-10-31,0.63
1558,2009-11-30,0.76
1559,2009-12-31,0.65
1560,2010-01-31,0.73
1561,2010-02-28,0.79
1562,2010-03-31,0.91
1563,2010-04-30,0.85
1564,2010-05-31,0.73
1565,2010-06-30,0.62
1566,2010-07-31,0.59
1567,2010-08-31,0.63
1568,2010-09-30,0.59
1569,2010-10-31,0.69
1570,2010-11-30,0.77
1571,2010-12-31,0.46
1572,2011-01-31,0.48
1573,2011-02-28,0.51
1574,2011-03-31,0.62
1575,2011-04-30,0.62
1576,2011-05-31,0.51
1577,2011-06-30,0.57
1578,2011-07-31,0.71
1579,2011-08-31,0.71
1580,2011-09-30,0.54
1581,2011-10-31,0.63
1582,2011-11-30,0.56
1583,2011-12-31,0.53
1584,2012-01-31,0.45
1585,2012-02-29,0.48
1586,2012-03-31,0.56
1587,2012-04-30,0.68
1588,2012-05-31,0.75
1589,2012-06-30,0.63
1590,2012-07-31,0.53
1591,2012-08-31,0.62
1592,2012-09-30,0.72
1593,2012-10-31,0.74
1594,2012-11-30,0.73
1595,2012-12-31,0.52
1596,2013-01-31,0.67
1597,2013-02-28,0.56
1598,2013-03-31,0.65
1599,2013-04-30,0.53
1600,2013-05-31,0.58
1601,2013-06-30,0.66
1602,2013-07-31,0.57
1603,2013-08-31,0.66
1604,2013-09-30,0.78
1605,2013-10-31,0.67
1606,2013-11-30,0.78
1607,2013-12-31,0.65
1608,2014-01-31,0.73
1609,2014-02-28,0.52
1610,2014-03-31,0.76
1611,2014-04-30,0.77
1612,2014-05-31,0.85
1613,2014-06-30,0.66
1614,2014-07-31,0.56
1615,2014-08-31,0.81
1616,2014-09-30,0.88
1617,2014-10-31,0.81
1618,2014-11-30,0.66
1619,2014-12-31,0.77
1620,2015-01-31,0.81
1621,2015-02-28,0.87
1622,2015-03-31,0.9
1623,2015-04-30,0.75
1624,2015-05-31,0.75
1625,2015-06-30,0.79
1626,2015-07-31,0.71
1627,2015-08-31,0.79
1628,2015-09-30,0.82
1629,2015-10-31,1.07
1630,2015-11-30,1.03
1631,2015-12-31,1.1
1632,2016-01-31,1.15
1633,2016-02-29,1.35
1634,2016-03-31,1.31
1635,2016-04-30,1.07
1636,2016-05-31,0.91
1637,2016-06-30,0.77
1638,2016-07-31,0.82
1639,2016-08-31,1.0
1640,2016-09-30,0.88
1641,2016-10-31,0.9
1642,2016-11-30,0.91
1643,2016-12-31,0.83
1644,2017-01-31,0.98
1645,2017-02-28,1.13
1646,2017-03-31,1.13
1647,2017-04-30,0.92
1648,2017-05-31,0.89
1649,2017-06-30,0.7
1650,2017-07-31,0.82
1651,2017-08-31,0.87
1652,2017-09-30,0.76
1653,2017-10-31,0.88
1654,2017-11-30,0.86
1655,2017-12-31,0.89
1656,2018-01-31,0.77
1657,2018-02-28,0.85
1658,2018-03-31,0.91
1659,2018-04-30,0.87
1660,2018-05-31,0.81
1661,2018-06-30,0.74
1662,2018-07-31,0.78
1663,2018-08-31,0.73
1664,2018-09-30,0.76
1665,2018-10-31,0.99
1666,2018-11-30,0.78
1667,2018-12-31,0.89
